Date,Startup Name,Industry Vertical,SubVertical,City,Investors Name,InvestmentnType, Amount in USD ,,,,
19-04-2016,CollegeDekho,Consumer Internet,College & Student information platform,New Delhi,Man Capital,Private Equity,2000000,,,,
20-04-2016,1mg,ECommerce,Online Pharmacy,Gurgaon,"Maverick Capital Ventures, Sequoia Capital, Omidyar Network",Private Equity,15000000,,,,
22-04-2016,TOKO Innovation Studios,Consumer Internet,Children Entertainment Games & Products,New Delhi,Indian Angel network,Seed,450000,,,,
22-04-2016,Licious,ECommerce,Mobile based Meat ordering App,Bengaluru,Mayfield India II Management Ltd,Private Equity,3000000,,,,
25-04-2016,Commut,Consumer Internet,Shuttle Service Provider,Hyderabad,50K Ventures,Seed,200000,,,,
25-04-2016,Dropkaffe,Food & Beverage,Ready-to-Drink Beverage Producer,Bengaluru,"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",Seed,550000,,,,
26-04-2016,ClearTax,Consumer Internet,Online filing of Tax returns,Bengaluru,"Max Levchin, Scott Banister",Private Equity,1300000,,,,
26-04-2016,Transerv,Consumer Internet,Digital Payments platform,Mumbai,"IDFC SPICE Fund, Micromax Informatics",Private Equity,15000000,,,,
26-04-2016,Roposo,ECommerce,Social Fashion ECommerce Discovery platform,Gurgaon,Bertelsmann India Investments,Private Equity,15000000,,,,
27-04-2016,ICHR,Consumer Internet,Mobile based Children health Information app,New Delhi,Undisclosed,Seed,450000,,,,
27-04-2016,MilkBasket,Consumer Internet,Micro Grocery Delivery Platform,Gurgaon,EVC Ventures,Seed,500000,,,,
28-04-2016,The Wedding Brigade,Consumer Internet,Online Wedding Information Portal,Mumbai,Blume Ventures & Other unnamed Investors,Seed,600000,,,,
28-04-2016,DocsApp,Consumer Internet,Online Doctor Discovery & Chat platform,Bengaluru,"Rebright Partners, Anand Rajaraman, Venky Harinarayan",Private Equity,1200000,,,,
29-04-2016,LetReach,ECommerce,ECommerce SAAS Solutions,New Delhi,vCommission,Private Equity,100000,,,,
29-04-2016,Impact Guru,Consumer Internet,Online Crowdfunding platform for NGOs & Social Projects,Mumbai,"RB Investments, Fundnel",Seed,500000,,,,
01-05-2016,Prescribez,Consumer Internet,Health Service Aggregator Platform,Pune,Ankush Mehta,Seed,145000,,,,
01-05-2016,Get My Parking,Technology,Parking Technology Platform,New Delhi,The Chennai Angels,Seed,376000,,,,
03-05-2016,Zuver,Consumer Internet,Car driver Discovery App,Mumbai,"Shruth & Smith Group, Hermes Group",Seed,180000,,,,
03-05-2016,Zwayam,Consumer Internet,Online Recruitment Platform,Bengaluru,Undisclosed investors,Seed,250000,,,,
03-05-2016,Mobikwik,Consumer Internet,Mobile & Digital Wallet,Gurgaon,"GMO Payment Gateway, MediaTek",Private Equity,50000000,,,,
04-05-2016,MyDentistChoice,ECommerce,Medical Supplies eTailer,Hyderabad,Undisclosed investors,Seed,150000,,,,
04-05-2016,EasyRoads,Consumer Internet,Road Trip planning Mobile app,Mumbai,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",Seed,200000,,,,
04-05-2016,SolarTown,Technology,Solar Rooftop system installation company,Chennai,Grex.in,Seed,200000,,,,
04-05-2016,Comarete,Technology,Telecom & Media IT services company,Pune,Grex.in,Seed,200000,,,,
04-05-2016,Active.ai,Technology,Intelligent Tech platform for Finance vertical,Singapore,Kalaari Capital Accelerator Program,Seed,500000,,,,
04-05-2016,Affordplan,Technology,Affordable non-emergency medical service health plans,New Delhi,Kalaari Capital Accelerator Program,Seed,500000,,,,
04-05-2016,Indee,Consumer Internet,Web Video Streaming Platform,Bengaluru,Kalaari Capital Accelerator Program,Seed,500000,,,,
04-05-2016,Seclore,Technology,Enterprise Security Technology platform,Mumbai,"Sistema Asia Fund, Helion Venture, VentureEast, India Alternatives",Private Equity,12000000,,,,
04-05-2016,Lenskart,ECommerce,Eyewear & Accessories etailer,New Delhi,"International Finance Corp, TPG Growth, Adveq Management, IDG Ventures, Ratan Tata, Kris Gopalakrishnan",Private Equity,60000000,,,,
05-05-2016,WebAlligator,Consumer Internet,Cloud Based Software Solutions,Bengaluru,Group of undisclosed Angel Investors & HNIs,Seed,375000,,,,
06-05-2016,EduAce Services,Education,Education Workshops & mentoring programs,Lucknow,MoMagic Technologies,Private Equity,1000000,,,,
07-05-2016,Zebroads,Logistics,Logistics and Warehousing services,Hyderabad,Undisclosed investors,Seed,75000,,,,
09-05-2016,Rentickle,ECommerce,"Furniture, appliances Portal",New Delhi,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",Seed,250000,,,,
09-05-2016,Toko Innovations,Consumer Internet,Children  s Entertainment Portal,Bengaluru,"Roopak Saluja, Vishal Khare",Seed,450000,,,,
09-05-2016,Locus,Technology,Logistics Intelligence platform,Bengaluru,"Exfinity Venture Partners, Blume Ventures, BeeNext, Rajesh Ranavat",Private Equity,2750000,,,,
10-05-2016,Zarget,Consumer Internet,Conversion Rate Optimization Platform,Chennai,"Accel Partners, Matrix Partners, Girish Mathrubootham",Private Equity,1500000,,,,
10-05-2016,SchoolWear,ECommerce,School Uniform & Supplies Marketplace,Mumbai,Undisclosed investors,Seed,1500000,,,,
10-05-2016,HealthifyMe,Consumer Internet,Health & Fitness App,Bengaluru,"IDG Ventures India, Inventus Capital, Blume Ventures",Private Equity,6000000,,,,
10-05-2016,Swiggy,Consumer Internet,Food Delivery Platform,Bengaluru,"Norwest Venture Partners, DST Global, Accel Partners",Private Equity,7000000,,,,
10-05-2016,InnoNano Research,Technology,Clean Water Technology,Chennai,NanoHoldings,Private Equity,18000000,,,,
11-05-2016,Zenify,Consumer Internet,Home rental Discovery & Booking Portal,Bengaluru,Undisclosed Investors,Private Equity,900000,,,,
11-05-2016,Fractal Analytics,Technology,Data Analytics Company,Mumbai,Khazanah Nasional Berhad,Private Equity,100000000,,,,
12-05-2016,Life Circle,Healthcare,Senior Healthcare Services,Hyderabad,GROUPE SOS,Private Equity,150000,,,,
12-05-2016,Unacademy,Consumer Internet,Free Online Education Platform,Bengaluru,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",Seed,500000,,,,
12-05-2016,Capital Float,Consumer Internet,Online Lending Platform,Bengaluru,"Creation Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures",Private Equity,25000000,,,,
13-05-2016,WoW Express,Logistics,Logistics Tech,Mumbai,Undisclosed Investors & Tamarind Family Private Trust,Private Equity,2200000,,,,
13-05-2016,StayZilla,Consumer Internet,Budget Room Aggregator Booking platform,Chennai,"Matrix Partners, Nexus Ventures",Private Equity,13500000,,,,
16-05-2016,Smartivity,ECommerce,Smart Learning products,Delhi,"S Chand, AdvantEdge Partners",Private Equity,1000000,,,,
18-05-2016,PurpleHealth,Consumer Internet,Online health-on-demand platform,Trivandrum,Katabole Technology Venture,Seed,100000,,,,
18-05-2016,TheSmartQ,Consumer Internet,Food Ordering Mobile App,Bengaluru,YourNest Angel Fund,Seed,250000,,,,
18-05-2016,BhiveWorkspace,Reality,Co-Working Spaces,Bengaluru,Blume Ventures,Private Equity,1000000,,,,
18-05-2016,EduPristine,Education,Online Certification Courses,Mumbai,"Kaizen Management Advisors, DeVry Inc",Private Equity,10000000,,,,
19-05-2016,TaxiVaxi,Consumer Internet,Cab Aggregating Platform,New Delhi,Undisclosed HNIs,Seed,500000,,,,
19-05-2016,Veqta,Consumer Internet,On Demand Digital Sports Network,New Delhi,"Chatsworth Management, ITW Digital",Seed,500000,,,,
19-05-2016,Appie,Consumer Internet,Location-based offline retail discovery platform,Mumbai,Undisclosed investors,Seed,1000000,,,,
20-05-2016,i2ifunding,Consumer Internet,Online Peer to Peer Funding,Noida,Undisclosed Investors,Seed,300000,,,,
23-05-2016,Hoppingo,Consumer Internet,Fashion Discovery platform,New Delhi,vCommission,Seed,89000,,,,
24-05-2016,Goalwise,Consumer Internet,Online investment platform,Bengaluru,Undisclosed HNIs,Seed,1000000,,,,
25-05-2016,Arcatron Mobility,Technology,Mobility Devices for differently abled,Pune,Sudhir Mehta,Seed,100000,,,,
25-05-2016,Address Health,Healthcare,Pediatric Primary Healthcare Network,Bengaluru,Gray Matters Capital,Private Equity,1500000,,,,
26-05-2016,mChamp,Consumer Internet,Celebrity Entertainment Contest App,New Delhi,MoMagic Technologies,Seed,475000,,,,
26-05-2016,Cleartax,Consumer Internet,Online Income Tax Filing platform,Bengaluru,"FF Angel, Sequoia Capital",Private Equity,2000000,,,,
30-05-2016,Vahanalytics,Technology,Safe driving Analytics platform,Mumbai,"Anirudh Damani, Vikram Lakhotia",Seed,200000,,,,
31-05-2016,MachaDalo,Consumer Internet,Hyperlocal Advertising Platform,Mumbai,Undisclosed Investors,Seed,175000,,,,
31-05-2016,Koovs,ECommerce,Apparel & Lifestyle eTailer,New Delhi,HT Media Ltd,Private Equity,4400000,,,,
31-05-2016,CCavenue,Consumer Internet,Payment Gateway,Mumbai,NSI Infinium Global Pvt. Ltd,Private Equity,8900000,,,,
02-06-2016,Atomberg,Technology,"smart, energy efficient home appliance manufacturer",Mumbai,Parampara Capital,Private Equity,1000000,,,,
02-06-2016,Limo,Consumer Internet,Bus Aggregator Mobile app,Mumbai,Rainmaker Ventures,Private Equity,1000000,,,,
03-06-2016,GoGo Truck,Consumer Internet,Truck Aggregator & Booking platform,Chennai,Undisclosed Investor,Seed,75000,,,,
03-06-2016,Vyome Biosciences,Healthcare,Treatment Development for Antibiotic-resistant diseases,New Delhi,Romulus Capital,Private Equity,2000000,,,,
06-06-2016,SillyMonks,Consumer Internet,Digital Media and Entertainment Startup,Hyderabad,Sreenivasa Reddy Musani,Seed,448000,,,,
07-06-2016,Intgrea,Technology,Post merger Integration Partners,Bengaluru,Undisclosed Investor,Seed,100000,,,,
07-06-2016,CreditVidya,Technology,Credit Scoring Platform,Mumbai,Kalaari Capital,Private Equity,1000000,,,,
07-06-2016,KrazyBee,Consumer Internet,Student Micro-Loan platform,Bengaluru,"Yeahmobi, Fenqile",Private Equity,2000000,,,,
07-06-2016,CueMath,Education,K-12 Maths Learning Courses,Bengaluru,"Sequoia Capital, Unitus Seed Fund",Private Equity,4000000,,,,
07-06-2016,HelpShift,Technology,Mobile CRM Platform,Pune,"Microsoft Ventures, Salesforce Ventures",Private Equity,23000000,,,,
08-06-2016,6Degree,Technology,Tech-enabled Fashion Talent platform,Mumbai,Indian Angel Network,Seed,200000,,,,
08-06-2016,MySeniorDoctor,Consumer Internet,Online medical support platform,Gurgaon,BlackJag Partners,Seed,200000,,,,
08-06-2016,ListUp,ECommerce,Location based Classified Mobile app,Mumbai,"Kae Capital, Kunal Shah, Sandeep Tandon",Seed,500000,,,,
08-06-2016,Grey Campus,Consumer Internet,Online Learning Platform,Hyderabad,Sarath Sura,Seed,1000000,,,,
08-06-2016,StoreKing,ECommerce,Connecting Small Town Consumers to E-Commerce,Bengaluru,Axiata Digital,Private Equity,16000000,,,,
09-06-2016,EPayLater,Technology,Fin-Tech Platform,Mumbai,3 undisclosed HNIs,Seed,2000000,,,,
10-06-2016,Paytunes,Consumer Internet,Mobile based rewards platform,New Delhi,"CIO Angel Network, Indian Angel Network",Private Equity,500000,,,,
13-06-2016,Bombay Shirt Company,ECommerce,Online custom Shirt retailer,Mumbai,undisclosed investor,Private Equity,1000000,,,,
14-06-2016,Sminq,Consumer Internet,Queue management Mobile app,Pune,"Saama Capital, Blume Ventures & Vaibhav Domkundwar",Seed,1000000,,,,
14-06-2016,CureJoy,Consumer Internet,Online Alternative health community platform,Bengaluru,Accel Partners India,Private Equity,4400000,,,,
14-06-2016,Jivox,Technology,Data Driven Advertising platform,Bengaluru,"You & Mr Jones, Fortisure Ventures, Diaz Nesamoney",Private Equity,6000000,,,,
15-06-2016,Oneway.cab,Consumer Internet,Taxi Rental Platform,Vadodara,Indian Angel Network,Seed,450000,,,,
16-06-2016,Diro Labs,Consumer Internet,Contact Management Mobile App,New Delhi,Info Edge (India) Ltd,Private Equity,450000,,,,
16-06-2016,Unnati Helpers,Consumer Internet,Help Hiring Platform,Gurgaon,Info Edge (India) Ltd,Private Equity,600000,,,,
16-06-2016,Voonik,ECommerce,Online Women  s Fashion Marketplace,Bengaluru,Sequoia Capital,Private Equity,20000000,,,,
17-06-2016,Silvan Innovation Labs,Technology,Home Automation Solutions,Bengaluru,Infuse Ventures,Private Equity,900000,,,,
17-06-2016,GreytHR,Technology,Payroll & HR Software Developer,Bengaluru,"New Enterprise Associates (NEA), Blume Ventures",Private Equity,5200000,,,,
17-06-2016,Cleartax,Consumer Internet,Online Tax Filing Platform,New Delhi,"Ravi Adusumalli, SAIF Partners",Private Equity,12000000,,,,
21-06-2016,Onspoon,Consumer Internet,Online Platform for Event Sponsorship,Mumbai,Swan Angel Network,Seed,150000,,,,
21-06-2016,Syona Cosmetics,FMCG,Beauty Products & Training to Salons & Spas,Chennai,The Chennai Angels,Seed,150000,,,,
21-06-2016,NatureNama,Consumer Internet,Online Outdoors & travel,Mumbai,Unicorn Venture,Seed,225000,,,,
21-06-2016,Celerix,Technology,Fintech Product Development & Services Startup,Bengaluru,Bitkemy Ventures,Seed,400000,,,,
21-06-2016,PrettySecrets,ECommerce,Women Lingerie Store,Mumbai,"RB Investments PTE Ltd, Orios Venture Partners",Private Equity,6000000,,,,
22-06-2016,SpiderG,Consumer Internet,Online invoice app for SMEs,Pune,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",Seed,150000,,,,
23-06-2016,The Uolo,Consumer Internet,School Parent Communication App,Bengaluru,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed,210000,,,,
23-06-2016,FarEye,Technology,Logistics Management Software,New Delhi,Saif Partners,Private Equity,3500000,,,,
24-06-2016,Drivify,Consumer Internet,Professional Driver discovery & Booking Mobile app,Mumbai,"Jitendra Gupta, Pankaj Tripathi",Seed,50000,,,,
24-06-2016,KabadiExpress,Others,Free Door Step Scrap Pickup Service,New Delhi,Undisclosed investor,Seed,148000,,,,
24-06-2016,ParaBlu,Technology,Cloud Data Security & Privacy Solutions,Bengaluru,Kalaari Capital,Seed,500000,,,,
24-06-2016,LEAP India,Others,Supply Chain Equipment & Services provider,Mumbai,Mayfield Ventures,Private Equity,3000000,,,,
24-06-2016,Schedulers Logistics,Logistics,Cold Storage Logistics solutions,Mumbai,GVFL,Private Equity,6000000,,,,
27-06-2016,Gomalon,Consumer Internet,Online Spa & Salon discovery & Booking platform,Bengaluru,Undisclosed investor,Seed,100000,,,,
27-06-2016,YourDost,Consumer Internet,Online counselling & Personal coaching platform,Bengaluru,"SAIF Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",Seed,1200000,,,,
27-06-2016,Travelyaari,Consumer Internet,Online ticket booking platform,Bengaluru,GVFL Ltd,Private Equity,3000000,,,,
28-06-2016,Hello Tax,Consumer Internet,Online Tax Filing Platform,New Delhi,Sanjeev Sinha,Seed,295000,,,,
28-06-2016,Locanix,Technology,GPS based SaaS Solutions,Ahmedabad,Undisclosed investors,Seed,300000,,,,
28-06-2016,FabHotels,Consumer Internet,Online Hotel aggregator & Booking platform,Gurgaon,"Accel Partners, RB Investments",Private Equity,8000000,,,,
28-06-2016,LendingKart,Consumer Internet,Online Working Capital Business Loans Platform,Ahmedabad,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",Private Equity,32000000,,,,
29-06-2016,TrendieApp,Technology,Visual Content Marketing,Kolkata,Harsh Vardhan Hada,Seed,50000,,,,
29-06-2016,LetReach,ECommerce,ECommerce SAAS Solutions,New Delhi,vCommission,Private Equity,100000,,,,
29-06-2016,Velvetcase,ECommerce,Online designer jewellery marketplace,Mumbai,"Uniqorn Ventures Fund, TV Mohandas Pai, S Somasegar",Private Equity,1500000,,,,
30-06-2016,Campus Diaries,Consumer Internet,Student focussed Content Discovery portal,Bengaluru,Aarin Capital,Seed,220000,,,,
30-06-2016,Biryani Blues,Food & Beverage,QSR Chain,Gurgaon,Carpediem Capital & Others,Private Equity,368000,,,,
30-06-2016,Meru Cabs,Consumer Internet,Online/ Mobile Tax Cab booking,Mumbai,Brand Capital,Private Equity,25000000,,,,
01-07-2016,Venture Catalysts,Consumer Internet,Seed Investment & Innovation Platform,Mumbai,Zaffiro Ventures,Seed,500000,,,,
02-07-2016,Playment,Consumer Internet,Mobile Marketplace for Crowdsourced Work,Bengaluru,SAIF Partners,Private Equity,700000,,,,
04-07-2016,StitchWood,ECommerce,Custom Furniture Online,Mumbai,Deepak Gupta,Seed,200000,,,,
04-07-2016,Grab.in,Logistics,Logistics Tech,Mumbai,Aramex Ventures Llc,Private Equity,2000000,,,,
04-07-2016,Curefit,Consumer Internet,Online Preventive Healthcare Platform,Bengaluru,"Accel Partners, IDG Ventures, Kalaari Capital",Private Equity,15000000,,,,
04-07-2016,NeoGrowth,Finance,SME Lending platform,Mumbai,"IIFL Wealth Management Seed Venture Fund, Omidyar Network, Khosla Impact, Aspada",Private Equity,16000000,,,,
05-07-2016,SeeDoc,Consumer Internet,Video Based Doctor Consulting platform App,Gurgaon,YourNest Angel Fund\\xc2\\xa0 & Others,Private Equity,1000000,,,,
05-07-2016,Flyrobe,ECommerce,Online fashion rental platform,Mumbai,"Sequoia Capital, Rohit Bansal, Kunal Bahl, Sandeep Tandon, Kunal Shah, Zishaan Hayath,\\xc2\\xa0 Abhishek Jain",Seed,1700000,,,,
05-07-2016,BookMyShow,Consumer Internet,Event & Movie Ticketing platform,Mumbai,"Stripes Group, Network 18, Accel Partners, SAIF Partners",Private Equity,82000000,,,,
06-07-2016,Don Scratch Your Head,Technology,Full Stack Offline & Online ERP Solution,Ahmedabad,"Gaurav Singhvi, Zaffiro Ventures",Seed,250000,,,,
06-07-2016,Wedding Wishlist,Consumer Internet,"Wedding Wishlist, Gifts & Registry Creation platform",Chennai,"Kirthiga Reddy, Renuka Ramanath,Cherry Tin",Seed,297000,,,,
06-07-2016,HappilyUnmarried,ECommerce,Online Merchandize etailer,New Delhi,Info Edge (India) Ltd,Private Equity,740000,,,,
07-07-2016,Adytude,Consumer Internet,Gamified Consumer Insights Portal,New Delhi,Indian Angel Network,Private Equity,1000000,,,,
07-07-2016,AppDaily,Technology,Mobile Security App development & Distribution,Mumbai,"Kalaari Capital, Qualcomm Ventures, ru-Net, Zodius Technology Opportunities Fund,",Private Equity,2000000,,,,
08-07-2016,HolaChef,Consumer Internet,Online Food Ordering & Delivery Platform,Mumbai,"Kalaari Capital, India Quotient",Private Equity,1950000,,,,
11-07-2016,Overcart.com,ECommerce,Unboxed & refurbished electronic products marketplace,Gurgaon,"JSW Ventures, Omidyar Network, Sattva Capital, Venture Works",Private Equity,3000000,,,,
11-07-2016,Trak N Tell,Technology,Car Tracking & Safety System,Gurgaon,Brian Acton,Private Equity,3500000,,,,
11-07-2016,Purplle,ECommerce,Beauty Products Marketplace,Mumbai,"JSW Ventures, Blume Ventures & IvyCap Ventures",Private Equity,6000000,,,,
12-07-2016,SirionLabs,Technology,SAAS based Service Agreement Management,Gurgaon,Sequoia Capital,Private Equity,12250000,,,,
13-07-2016,Twigly,Consumer Internet,Online Food Ordering & Delivery Startup,Gurgaon,"Tracxn Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia",Seed,600000,,,,
13-07-2016,ShareChat,Consumer Internet,Vernacular Language Content Creation & Sharing App,Bengaluru,"SAIF Partners, India Quotient",Private Equity,1350000,,,,
